Dataset,Model,Accuracy,Precision,Recall,F1 Score,ROC AUC
kept_v3_lemmatized,PassiveAggressive,0.7885430645809961,0.7685464556119014,0.7202602302936751,0.7434144755718364,0.8614233142874017
