Dataset,Model,Accuracy,Precision,Recall,F1 Score,ROC AUC
dropped_v6_custom_stopwords,PassiveAggressive,0.7864976640882286,0.8041763004858679,0.6571428571428571,0.7228456198407505,0.8521674556762276
