Dataset,Model,Accuracy,Precision,Recall,F1 Score,ROC AUC
dropped_v3_lemmatized,PassiveAggressive,0.7926649449357608,0.7919584091976919,0.6957614332861859,0.7402383467162825,0.8612205162438806
