Dataset,Model,Accuracy,Precision,Recall,F1 Score,ROC AUC
kept_v7_lowercase_words_only,PassiveAggressive,0.7885436290385172,0.7759419010750493,0.7072292256238744,0.7399114243653472,0.8582526834093693
