Dataset,Model,Accuracy,Precision,Recall,F1 Score,ROC AUC
dropped_v1_basic_clean,PassiveAggressive,0.7916556934639357,0.7802076008204972,0.708845670281314,0.7426060269326777,0.8592419522326065
