Dataset,Model,Accuracy,Precision,Recall,F1 Score,ROC AUC
dropped_v10_lemma_stem_custom_stopwords,PassiveAggressive,0.7862696207944315,0.7778107122202291,0.6953653936822255,0.7339494864555213,0.8589137368342976
