Dataset,Model,Accuracy,Precision,Recall,F1 Score,ROC AUC
kept_v6_custom_stopwords,PassiveAggressive,0.7266191111205187,0.8716932826960233,0.47509881422924893,0.5302853792276383,0.8631061592897462
