Dataset,Model,Accuracy,Precision,Recall,F1 Score,ROC AUC
kept_v5_lemma_stem,PassiveAggressive,0.7900549640511116,0.7666172231111107,0.7277732301143672,0.7466257057882186,0.8633620498737654
