Dataset,Model,Accuracy,Precision,Recall,F1 Score,ROC AUC
kept_v4_stemmed,PassiveAggressive,0.7910626618405547,0.7678758599037795,0.7289597804647971,0.7478562845319902,0.8635650588356882
