Dataset,Model,Accuracy,Precision,Recall,F1 Score,ROC AUC
dropped_v4_stemmed,PassiveAggressive,0.789298507927608,0.7813763155369202,0.6993312902718845,0.7379278619144287,0.8622385402759235
