Dataset,Model,Accuracy,Precision,Recall,F1 Score,ROC AUC
kept_v9_minimal_processing,PassiveAggressive,0.7934453781512605,0.785176273228229,0.7077846045474113,0.7444145963728686,0.8593481973855437
