Dataset,Model,Accuracy,Precision,Recall,F1 Score,ROC AUC
dropped_v7_lowercase_words_only,PassiveAggressive,0.7921587617130089,0.7812738269650343,0.7088456702813138,0.7430419607373462,0.859527518172378
